id_cliente,nombre_cliente,direccion,comuna,tipo_cliente,fecha_alta_contrato
CL-00502,Camilo Pedro Pérez Miranda,Calle Felipe Hidalgo 992 Piso 35,Talcahuano,Residencial,2022-05-13
CL-00503,Patricia Robles,Juliana Díaz 463 Piso 83,Concepción,Comercial,2024-09-27
CL-00504,María Cáceres,Miguel Pardo 425 Of. 499,Chiguayante,Residencial,2015-05-17
CL-00505,Benjamín Paredes,Gladys González 316 Of. 9518,Hualpén,Residencial,2020-02-17
CL-00506,Marcelo Matías Marín Cáceres,Calle Portales 15 Piso 3,Concepción,Residencial,2022-12-10
CL-00507,Jennifer Catalina Estay Vallejos,Gabriela Mistral 582,San Pedro de la Paz,Residencial,2024-12-17
CL-00508,Eduardo Francisco Vergara Olguín,Los Pinos 483 Of. 591,Chiguayante,Residencial,2024-03-11
CL-00509,María Correa,Humberto Fernández 16,San Pedro de la Paz,Residencial,2011-10-22
CL-00510,Ana Carvajal Gutiérrez,Calle Los Robles 8615 Dpto. 676,Chiguayante,Residencial,2024-02-01
CL-00511,Dania Josefina Soto Lazo,Calle Los Encinos 57,Hualpén,Residencial,2016-12-13
CL-00512,Mariana Paola Paz Pérez,Rosa Madariaga 6587,Talcahuano,Residencial,2015-05-23
CL-00513,Moisés Juan Mora Alarcón,Los Alerces 606,San Pedro de la Paz,Comercial,2014-06-14
CL-00514,Valentina Verónica Arévalo Cruz,Calle Armando Muñoz 9990 Dpto. 27,San Pedro de la Paz,Residencial,2013-05-20
CL-00515,Margarita María Fuentes Oyarzún,Calle Carlos Valdebenito 2555,Concepción,Residencial,2013-04-03
CL-00516,Camila Bárbara Orellana Alvarado,Lautaro 980 Piso 6,Concepción,Residencial,2015-07-15
CL-00517,Fernanda Carmen Contreras Martínez,Calle Ana Ferrada 1308,Talcahuano,Residencial,2022-07-06
CL-00518,Hilda Muñoz,Calle María Albornoz 92,Chiguayante,Comercial,2019-10-30
CL-00519,María Elizabeth Figueroa Moreno,Gabriela Mistral 960 Piso 7,San Pedro de la Paz,Residencial,2015-09-16
CL-00520,Barbara María Orellana Peña,Juan Fuentes 1397 Piso 91,Concepción,Residencial,2022-05-13
CL-00521,Gabriela Sylvia Morales González,Domingo Santa María 594,Hualpén,Comercial,2017-02-04
CL-00522,Rosa Oyarzo-Miranda Osorio,Sergio Zambrano 64 Dpto. 2854,Talcahuano,Residencial,2016-01-25
CL-00523,Valentina Huerta González,Las Hortensias 9,San Pedro de la Paz,Comercial,2015-06-07
CL-00524,Claudio Silva,Calle María Robles 43 Of. 5438,Chiguayante,Residencial,2013-07-23
CL-00525,Martina Muñoz,Calle Filomena Valenzuela 440,Chiguayante,Residencial,2019-08-20
CL-00526,Ignacio Bernardo Campos Muñoz,Esmeralda 66,Talcahuano,Residencial,2023-03-06
CL-00527,Sofía Patricia Vásquez Céspedes,Ramón Barros Luco 97 Of. 243,Talcahuano,Residencial,2013-11-03
CL-00528,Víctor Álvarez Zúñiga,Avenida Los Alerces 50,Concepción,Industrial,2023-05-02
CL-00529,Margarita Claudia Fuentes Urbina,Pedro de Valdivia 7533 Of. 5511,Concepción,Residencial,2015-09-10
CL-00530,Valeska Vilches Carrera,Av. Manuel Rodríguez 8310 Dpto. 01,San Pedro de la Paz,Residencial,2022-01-18
CL-00531,Viviana Alicia Rosas Cárdenas,Mercedes Sánchez 3971 Dpto. 116,Chiguayante,Residencial,2014-05-30
CL-00532,Felipe Manuel Elgueta Cofré,Manuel Rodríguez 2090 Piso 44,San Pedro de la Paz,Residencial,2022-12-17
CL-00533,Mauricio Fuentealba-Dinamarca,Avenida Los Copihues 7700 Of. 1736,San Pedro de la Paz,Residencial,2019-11-28
CL-00534,Romina Carmen Mamani Montoya,Emilia Faúndez 955,Talcahuano,Industrial,2017-12-24
CL-00535,Francisco Arce-Berríos,Lautaro 6296,Chiguayante,Residencial,2022-01-04
CL-00536,Leandro Torres,Lautaro 6786 Piso 31,San Pedro de la Paz,Residencial,2019-09-24
CL-00537,Hilda Vivanco,Caupolicán 182 Piso 8,Chiguayante,Residencial,2022-10-30
CL-00538,Sandro Poblete Poblete,César Quiroz 39 Dpto. 261,Concepción,Residencial,2020-05-14
CL-00539,Jesus Leiva-Herrera Leiva,María Armijo 623,Talcahuano,Residencial,2015-09-30
CL-00540,Francisco Martín González Zepeda,Calle Cochrane 78 Dpto. 295,Concepción,Residencial,2014-07-21
CL-00541,Enrique Cesar Hermosilla García,Av. Enzo Flores 3817 Dpto. 543,San Pedro de la Paz,Residencial,2023-01-11
CL-00542,Fredy Suárez Arce,Calle María Silva 8114,Hualpén,Residencial,2015-03-18
CL-00543,Paola Jaque,Juan Mackenna 7945,Concepción,Residencial,2023-05-23
CL-00544,Matías Luis Martínez Pulgar,Calle Valeria Garay 890 Dpto. 1875,Hualpén,Residencial,2012-08-28
CL-00545,Lidia Torres,Jean Romero 157 Piso 20,Hualpén,Comercial,2020-11-20
CL-00546,Franchesca Fuenzalida Araya,Calle Los Piñones 6176 Dpto. 597,Talcahuano,Residencial,2014-01-30
CL-00547,Fernanda Inés Silva Barraza,Avenida María Guerra 808 Dpto. 5982,Concepción,Residencial,2017-04-30
CL-00548,Andrea Droguett,Calle Las Manzanillas 527,Hualpén,Residencial,2024-04-17
CL-00549,Ángela Martha Ferreira Espinoza,Calle Manuel Rodríguez 8213,Talcahuano,Residencial,2021-08-07
CL-00550,Claudia Valdivia,Calle Aurora Ibáñez 16 Piso 2,Chiguayante,Residencial,2019-06-24
CL-00551,Carlos Briceño-Pérez Pereira,Marlene Araya 311 Dpto. 829,Talcahuano,Residencial,2012-10-11
CL-00552,Natalia Vargas,Alonso de Ribera 816 Dpto. 246,Chiguayante,Residencial,2017-04-12
CL-00553,Cristian Luis González Vega,Av. Las Maravillas 468,Talcahuano,Residencial,2025-05-23
CL-00554,Filomena Medina,Calle Arturo Alessandri Palma 678,Hualpén,Comercial,2011-11-24
CL-00555,Juan Oscar Loyola Lara,Los Piñones 3 Of. 961,San Pedro de la Paz,Residencial,2021-01-31
CL-00556,María Colomba Álvarez Cortés,Calle Rosa Becerra 2080,Talcahuano,Residencial,2019-04-01
CL-00557,Camila Mónica Canales Guerrero,Luz Tapia 45 Piso 3,Concepción,Residencial,2014-08-06
CL-00558,Marisol Trinidad Escobar Muñoz,Los Tilos 9268 Dpto. 22,Concepción,Residencial,2014-08-18
CL-00559,Lucy Carolina Rodríguez Fuentes,Marcel Díaz 5653 Piso 10,Chiguayante,Residencial,2013-02-03
CL-00560,Alex Barraza Vargas,Alonso de Ribera 856 Of. 8323,Hualpén,Residencial,2013-01-03
CL-00561,José Cristóbal Olguín Sepúlveda,Jacqueline Vidal 2906,Chiguayante,Residencial,2016-12-29
CL-00562,Matías Álvaro Arriagada Fuentes,Avda. José Vásquez 6548,Concepción,Residencial,2013-12-01
CL-00563,Sebastián Juan Villanueva Herrera,Los Girasoles 398 Piso 5,Concepción,Residencial,2022-07-14
CL-00564,Mateo Juan Navarrete Flores,Los Aromos 514 Piso 4,Concepción,Residencial,2019-07-15
CL-00565,Natalia Valentina Cáceres Araya,Los Alerces 454 Piso 58,Talcahuano,Residencial,2013-02-16
CL-00566,Samuel Iván Pérez Jara,Katherine Correa 52 Dpto. 4958,Hualpén,Residencial,2022-05-28
CL-00567,Macarena Ximena Riffo-Peralta Olivares,Avda. José de San Martín 6527,Talcahuano,Residencial,2014-12-30
CL-00568,Bárbara Oliva,Baquedano 97,Talcahuano,Residencial,2019-12-18
CL-00569,Jordán Rafael Cárdenas Estay,Calle Juan Silva 186 Dpto. 8934,San Pedro de la Paz,Residencial,2021-10-11
CL-00570,Valeria Silva Riveros,Calle Ramona Troncoso 717 Piso 5,Talcahuano,Residencial,2012-01-06
CL-00571,Steven Parada-Silva Romero,Calle Renato Droguett 9141,Talcahuano,Residencial,2022-02-05
CL-00572,Natividad Isabella Urra Castro,Avda. Max Barría 2900 Piso 59,Chiguayante,Residencial,2014-04-07
CL-00573,María Vega,Calle Trinidad Donoso 3853 Dpto. 489,Talcahuano,Residencial,2014-10-13
CL-00574,Pedro Fernando Cea Fuenzalida,Calle María Martínez 894 Dpto. 413,Hualpén,Comercial,2025-02-23
CL-00575,Florencia Pamela Sepúlveda Quezada,Camila Hernández 5103 Piso 89,San Pedro de la Paz,Comercial,2014-07-22
CL-00576,Gisela Toro,Calle María Villegas 769,San Pedro de la Paz,Comercial,2024-05-20
CL-00577,Martín Miguel Salazar Molina,Luciano Fuentes 668,Concepción,Residencial,2017-05-29
CL-00578,María Vásquez Morales,Calle Las Rosas 49 Piso 2,San Pedro de la Paz,Residencial,2018-04-15
CL-00579,María Echeverría Carrasco,Avda. Manuel Herrera 434 Piso 19,Talcahuano,Industrial,2022-09-27
CL-00580,Raimundo Brito González,Calle Alonso de Ribera 156,Concepción,Residencial,2024-12-08
CL-00581,Juana Victoria Astudillo Soto,Manuel Montt 5453 Piso 34,Talcahuano,Residencial,2015-05-16
CL-00582,Rose Teresa Jaramillo Sánchez,Av. Fabiola Arriagada 70,San Pedro de la Paz,Residencial,2022-08-30
CL-00583,Jorge Castillo Oyarzo,Avda. Arturo Prat 91 Dpto. 841,Talcahuano,Residencial,2015-06-25
CL-00584,Johana Faúndez Moreno,Av. Pedro Montero 2428 Dpto. 19,Talcahuano,Comercial,2023-02-04
CL-00585,Oscar Luis Rubilar Segura,Fernando Romero 2039 Dpto. 14,Hualpén,Residencial,2019-03-06
CL-00586,Damián Alan Valenzuela Navarro,Renato Cárcamo 6230 Dpto. 48,Concepción,Residencial,2021-03-20
CL-00587,Margarita Beltrán Yáñez,Calle Fernando Arce 5959 Piso 33,Concepción,Residencial,2012-10-12
CL-00588,María Laura Aguilar Torres,Calle Angélica Muñoz 3,Concepción,Residencial,2012-05-29
CL-00589,Cecilia Martínez Matamala,Calle Las Mosquetas 968,Concepción,Residencial,2012-07-14
CL-00590,Juana Vega Martínez,Fernando Pacheco 799 Piso 38,Concepción,Residencial,2017-08-13
CL-00591,Noelia Pacheco,Av. Manuel Arriagada 741 Piso 66,Concepción,Residencial,2019-12-12
CL-00592,Isabel María Oyarzún Fuentealba,Los Aromos 73,Hualpén,Comercial,2012-01-25
CL-00593,Nelson Rivas,Las Mosquetas 724,Concepción,Residencial,2025-06-15
CL-00594,Gerardo Matías Galdames Cuevas,Calle Francisco Guzmán 677,Talcahuano,Residencial,2024-04-05
CL-00595,Diego Víctor Cáceres Concha,Los Higos 303,San Pedro de la Paz,Residencial,2012-10-25
CL-00596,Ana Jacqueline Ponce Villanueva,Calle Los Coihues 266,Talcahuano,Residencial,2017-02-22
CL-00597,Tomás Gómez Rodríguez,Lautaro 207 Piso 5,Hualpén,Residencial,2025-03-11
CL-00598,Bastián Osses-Vargas Ahumada,Carlos Arcos 1840 Of. 638,Concepción,Residencial,2019-08-21
CL-00599,Carolina Liliana Madrid Plaza,Lastarria 1545 Of. 8917,Concepción,Residencial,2021-06-26
CL-00600,Ignacia Zapata Moraga,Alexis Mora 8265,Concepción,Residencial,2020-10-26
CL-00601,Valentina Olivares-Vega,Calle Lukas Soto 163 Dpto. 40,Concepción,Comercial,2012-09-13
CL-00602,Ignacio Flores Gálvez,Catalina Véliz 96 Of. 143,Concepción,Residencial,2011-11-21
CL-00603,Segundo Johan Cifuentes Salinas,Calle Los Aromos 2727,Concepción,Residencial,2023-06-01
CL-00604,Lucila Torres,Las Mosquetas 69,Concepción,Residencial,2020-09-21
CL-00605,Cristian Omar Solís Flores,Calle Las Azucenas 65 Of. 9294,Concepción,Residencial,2024-06-15
CL-00606,María Florencia Quiroz Tapia,Calle Manuel Rodríguez 84,Talcahuano,Residencial,2024-01-19
CL-00607,Valentina Marcela Rubilar Pizarro,Psje. Manuel Rodríguez 31 Of. 4333,Concepción,Residencial,2012-01-30
CL-00608,Jenifer Díaz Echeverría,Oscar Zúñiga 595,Talcahuano,Comercial,2018-12-15
CL-00609,Mónica Gómez,Calle Alicia Escalona 7506,Talcahuano,Residencial,2023-03-03
CL-00610,Luis Fuentes,Calle Alexi Núñez 843 Piso 6,Hualpén,Industrial,2017-05-19
CL-00611,Johan Navarro Cortés,Mac Iver 6252 Of. 261,Concepción,Residencial,2017-05-18
CL-00612,Antonella Osorio Torres,Calle Gabriela Mistral 12,Chiguayante,Residencial,2013-03-16
CL-00613,Margarita Fresia Hernández Baeza,Los Abedules 2455,Hualpén,Residencial,2024-05-12
CL-00614,María Cabrera Ulloa,Av. Benjamín Muñoz 109,Concepción,Comercial,2025-07-12
CL-00615,Sergio Muñoz,Av. Orlando Leiva 2498,San Pedro de la Paz,Residencial,2022-01-04
CL-00616,José Rodrigo Gallegos Ramírez,Calle Tomás Castro 881 Of. 1346,San Pedro de la Paz,Residencial,2012-07-20
CL-00617,Francisca Uribe Jara,Las Mosquetas 584,Concepción,Residencial,2020-03-25
CL-00618,Guillermo Carlos Oyarzo Gómez,Mac Iver 833 Dpto. 20,Concepción,Residencial,2012-02-04
CL-00619,Cristóbal Núñez Cisterna,Calle Ricardo Sepúlveda 4559,Chiguayante,Residencial,2015-08-17
CL-00620,Mary Antonia Flores Páez,Manuel Bulnes 58 Of. 1373,Chiguayante,Comercial,2013-03-31
CL-00621,Daniela Yasna López Araneda,Calle María Astorga 36 Piso 67,Concepción,Residencial,2023-05-18
CL-00622,Emilia Magdalena Muñoz Jerez,Av. Rubén Neira 192 Dpto. 646,Concepción,Residencial,2014-05-07
CL-00623,José Abner Ponce Ojeda,Av. Manuel Rodríguez 343,Talcahuano,Comercial,2018-07-26
CL-00624,Pablo Molina Guerrero,Avda. Las Rosas 69 Piso 0,Talcahuano,Residencial,2021-12-08
CL-00625,Leonardo César Gómez Ponce,Manuel Sepúlveda 984 Piso 8,Hualpén,Industrial,2016-02-23
CL-00626,Angélica Claudia Avendaño Rodríguez,Calle Caupolicán 187 Piso 5,Talcahuano,Residencial,2019-04-16
CL-00627,Ana Rosa Fuentes Fuentes,Isabella Cabezas 467 Piso 9,Talcahuano,Residencial,2023-12-22
CL-00628,Manuel Santiago Gómez Muñoz,Calle Las Margaritas 53 Piso 4,Chiguayante,Residencial,2025-06-27
CL-00629,Margot Martina González Cifuentes,Calle Lautaro 2060,Concepción,Comercial,2014-06-22
CL-00630,Miriam Sepúlveda,Cristopher Guerrero 184 Piso 9,Concepción,Residencial,2014-04-21
CL-00631,Alex Juan Castro Reyes,Av. Los Carrera 2306 Piso 13,Chiguayante,Residencial,2017-06-30
CL-00632,Gabriela Ana Torres Muñoz,Pasaje Antonio Hernández 7462,San Pedro de la Paz,Residencial,2021-04-10
CL-00633,Felipe Urrutia,Calle Luciano Álvarez 9,Talcahuano,Residencial,2019-06-16
CL-00634,José Rubilar Ponce,Camino Bernardo O'Higgins 2,Talcahuano,Residencial,2020-12-08
CL-00635,Claudio Maximiliano Mondaca Soto,Calle Ricardo Silva 88 Of. 517,Concepción,Residencial,2018-05-04
CL-00636,Gloria Linda Sánchez Vega,Calle Los Carrera 240 Dpto. 322,Talcahuano,Comercial,2024-09-08
CL-00637,Lidia Berríos Contreras,Arturo Prat 26 Of. 363,Talcahuano,Residencial,2019-10-28
CL-00638,Astrid Carolina Olivares Farías,Jocelyn Díaz 4 Of. 8786,Concepción,Residencial,2014-06-01
CL-00639,Patricia Vera Figueroa,Av. María Flores 605 Piso 80,Concepción,Residencial,2019-02-24
CL-00640,Angelo Bobadilla López,Av. Cristóbal Toro 9277,Talcahuano,Residencial,2012-05-12
CL-00641,Pamela María Vargas Herrera,Avenida Casanova 1864 Dpto. 704,Concepción,Residencial,2016-01-28
CL-00642,Matilde Venegas Poblete,Calle Los Digitales 9,Talcahuano,Residencial,2018-04-08
CL-00643,Isidora Bustos Cruz,Calle Balmaceda 2452 Dpto. 289,Concepción,Residencial,2023-07-06
CL-00644,Víctor Vergara Concha,Avda. Los Pinos 42,Talcahuano,Residencial,2023-11-29
CL-00645,Gabriel Millán,Calle Fernanda Vallejos 91,Concepción,Residencial,2022-08-10
CL-00646,Carlos Galleguillos Rubilar,Mateo Rodríguez 704 Dpto. 54,San Pedro de la Paz,Residencial,2013-03-01
CL-00647,Nicole Constanza Veloso Rojas,Psje. Pedro Montt 6707,Hualpén,Residencial,2023-10-25
CL-00648,Daniel Reyes Navarro,Luis Martínez 23 Piso 2,Hualpén,Residencial,2022-06-30
CL-00649,Jimena Natalia Contreras Vidal,Calle Caupolicán 1836,Chiguayante,Residencial,2012-11-27
CL-00650,Pamela Amanda González Soto,Ivonne Carrillo 7830 Dpto. 696,Talcahuano,Residencial,2021-01-31
CL-00651,Marcela Salinas Castillo,Pedro Montt 54,Concepción,Residencial,2024-07-03
CL-00652,Emilia Rojas,Jimena Silva 197,Talcahuano,Residencial,2022-12-22
CL-00653,Gabriel Maximiliano Godoy Correa,Pedro Montt 32,Hualpén,Residencial,2025-06-27
CL-00654,Iris Daniela Jara Palacios,Calle María Viveros 71,Chiguayante,Residencial,2015-10-15
CL-00655,Jacqueline Beatriz Muñoz Martínez,Calle Ana González 2106,Talcahuano,Residencial,2018-01-13
CL-00656,Camilo Rodríguez Arias,Calle Claudia Pacheco 7556 Of. 884,Concepción,Residencial,2023-09-07
CL-00657,Daniel Navarro,Calle Catalina Burgos 83,Concepción,Residencial,2013-10-20
CL-00658,Ana Zúñiga Casanova,Calle Los Naranjos 1720 Of. 578,Talcahuano,Residencial,2024-08-06
CL-00659,Jennifer Peña Correa,Av. Caupolicán 9607 Dpto. 597,Hualpén,Residencial,2019-04-27
CL-00660,Victoria Nancy Rojas Piña,Avenida Margarita Aravena 427 Piso 2,Hualpén,Residencial,2020-09-17
CL-00661,Carla Martha Torres Acuña,Los Calafates 2882,Talcahuano,Residencial,2015-08-04
CL-00662,Andrea Ángela Aranda Yáñez,Los Aromos 548 Of. 260,San Pedro de la Paz,Residencial,2013-03-17
CL-00663,Henry Máximo Sánchez-Pineda Prieto,Calle Los Palmitos 98,Hualpén,Residencial,2023-04-21
CL-00664,Eduardo Ramón Mella Gómez,Los Girasoles 7058,Concepción,Residencial,2017-12-20
CL-00665,Josefina Piña,Calle Esmeralda 56 Of. 4496,Concepción,Residencial,2020-05-21
CL-00666,Evelyn Sandra Vergara Catalán,Manuel Baquedano 15,Concepción,Industrial,2015-12-24
CL-00667,Lucrecia Yáñez Meza,Los Aromos 7573 Of. 201,Concepción,Residencial,2024-04-04
CL-00668,Diego Alejandro Donoso Burgos,Álvaro Casanova 281,Concepción,Residencial,2024-08-11
CL-00669,Danilo Fernández Bastías,Calle Manuel Miranda 2096 Piso 49,Concepción,Residencial,2012-08-03
CL-00670,María Daniela Cifuentes Fuentes,Los Copihues 914,Concepción,Residencial,2024-07-20
CL-00671,Juana Francisca Olguín Gajardo,Calle Manuel Rodríguez 7073,Concepción,Residencial,2014-07-10
CL-00672,José Román Rodríguez,Calle Pedro Montt 14 Piso 85,San Pedro de la Paz,Residencial,2017-08-23
CL-00673,Luciana Andrade Toro,Avda. Los Copihues 343,Concepción,Residencial,2023-06-05
CL-00674,Humberto Fernández Barrera,Avda. Marcia Ramírez 1247,Talcahuano,Residencial,2016-09-12
CL-00675,Nayareth Juanita Herrera Paredes,Avenida María Gálvez 55 Of. 262,Talcahuano,Residencial,2016-11-12
CL-00676,Andrés Gaspar Leyton Palacios,Alonso de Ercilla 782 Dpto. 12,San Pedro de la Paz,Residencial,2023-08-01
CL-00677,Lidia Mardones Guerrero,Vicuña Mackenna 9248,Concepción,Residencial,2014-03-01
CL-00678,Ivette Álvarez Torres,Los Abedules 99 Of. 8933,Talcahuano,Residencial,2012-07-17
CL-00679,Patricia Jacqueline Vera Garrido,Calle Las Hortensias 5036 Piso 28,San Pedro de la Paz,Residencial,2019-04-19
CL-00680,Karina Valentina Carrasco Pereira,Pasaje Francisco Cruz 91,San Pedro de la Paz,Residencial,2025-01-12
CL-00681,Benjamín José Marambio Durán,Ramón Picarte 3283 Dpto. 08,Chiguayante,Residencial,2012-01-24
CL-00682,Luisa Antonia Barra Cortés,Los Aromos 3458,Concepción,Residencial,2020-06-16
CL-00683,Juan Mauricio Olivares Alvarado,Calle Los Alerces 3318,Concepción,Residencial,2015-10-06
CL-00684,Manuel Miguel Riquelme Espinoza,Calle Ramón Freire 85 Dpto. 45,Hualpén,Residencial,2025-02-15
CL-00685,Micaela Estefanía Allende González,Avda. Caupolicán 20,San Pedro de la Paz,Residencial,2020-09-29
CL-00686,Jeanette Julia Arancibia Estrada,Avda. Alexander Toledo 8371 Of. 150,Talcahuano,Comercial,2016-11-04
CL-00687,Celeste Marilyn Vega Ortega,Gabriela Mistral 5844 Dpto. 518,Hualpén,Comercial,2022-06-29
CL-00688,Bernardo Miranda,Edgar Díaz 1489 Piso 16,Concepción,Residencial,2025-07-09
CL-00689,María Haydée Ramírez Moreno,Los Cactus 4004 Piso 25,Chiguayante,Residencial,2013-11-28
CL-00690,Fabiana Lorena González Díaz,Pedro Sepúlveda 713 Dpto. 648,Concepción,Residencial,2020-07-08
CL-00691,Luciana Romero Rodríguez,Manuel Rodríguez 9960,Talcahuano,Residencial,2013-03-16
CL-00692,Rosalba Suárez Pacheco,Los Laureles 936,Talcahuano,Comercial,2015-07-07
CL-00693,Carolina Navarro Carrasco,Antonia Moyano 38 Dpto. 110,Talcahuano,Residencial,2012-03-17
CL-00694,Domingo Gabriel Venegas Araya,Av. Los Helechos 18 Piso 4,Concepción,Residencial,2021-06-24
CL-00695,César Patricio González Catalán,Los Palmitos 963 Of. 516,Concepción,Residencial,2012-09-10
CL-00696,Valeria Riveros Toledo,Calle Matta 58,Hualpén,Residencial,2016-03-27
CL-00697,Allison Ana Fuenzalida Gómez,Calle Los Palmitos 62 Of. 486,Concepción,Residencial,2016-03-06
CL-00698,Claudio Campos Villalobos,Calle Las Mosquetas 3646 Piso 15,Hualpén,Comercial,2017-04-17
CL-00699,Luis Pablo Berríos Navarrete,Eliodoro Yáñez 1243,Concepción,Residencial,2020-10-29
CL-00700,Graciela Guadalupe Vilches Barraza,Los Calafates 9448,Talcahuano,Residencial,2025-01-22
CL-00701,David Sáez,Avda. Paola Sáez 624,Talcahuano,Industrial,2014-02-19
CL-00702,Julio Martín Benítez Tapia,Las Hortensias 60,Concepción,Residencial,2012-06-20
CL-00703,Alejandra Zúñiga,Avenida Los Laureles 5,Talcahuano,Residencial,2019-03-18
CL-00704,Camila Daniela Zambrano Ramírez,Pasaje Javiera Gaete 684,Concepción,Residencial,2022-12-08
CL-00705,Ian Rubilar Marambio,Eliodoro Yáñez 21,Concepción,Residencial,2016-04-04
CL-00706,Ximena Sandra Díaz Soto,Fernando Mondaca 4093 Of. 813,San Pedro de la Paz,Comercial,2025-07-07
CL-00707,Martina Rosa León Rodríguez,Picarte 1,Talcahuano,Residencial,2013-12-30
CL-00708,Elizabeth Peña,Avda. Los Copihues 99 Piso 25,Chiguayante,Residencial,2020-09-21
CL-00709,Karina Elena Riquelme Cortés,Thomas Cofré 18 Dpto. 23,Concepción,Residencial,2021-11-22
CL-00710,Víctor Francisco Mancilla Alarcón,Lautaro 1298,Hualpén,Comercial,2024-01-18
CL-00711,Marcia Priscilla Henríquez Figueroa,Lastarria 574,Chiguayante,Residencial,2011-07-27
CL-00712,Carlos Salas Astorga,Alonso de Ercilla 395,Hualpén,Residencial,2020-05-26
CL-00713,Lorena Valentina Luna Díaz,Calle Antonio Varas 59,Talcahuano,Residencial,2015-07-02
CL-00714,Oscar José Pinto Orellana,Sebastián Reyes 350,Talcahuano,Comercial,2021-08-17
CL-00715,Ximena Navarrete,Calle Pía Jaque 282 Dpto. 6274,Talcahuano,Residencial,2012-06-13
CL-00716,Aurora Emilia Araya Rebolledo,Pasaje Las Manzanillas 34,San Pedro de la Paz,Residencial,2021-06-11
CL-00717,Gabriela Agustina Campos Cárdenas,Av. Las Rosas 45 Piso 76,Chiguayante,Residencial,2019-09-17
CL-00718,Millaray Cabrera,Ángel Contreras 1003,San Pedro de la Paz,Residencial,2019-11-25
CL-00719,Ricardo Jorge Pulgar Villalobos,Gabriela Mistral 11,Concepción,Comercial,2020-02-17
CL-00720,Alicia Figueroa Espinoza,Avenida Juan Arredondo 6234 Piso 90,Chiguayante,Residencial,2018-10-29
CL-00721,Paola María Castillo Maureira,Pedro de Valdivia 976,San Pedro de la Paz,Residencial,2024-05-06
CL-00722,Ricardo José Arteaga García,Sofía Bustos 5013,Concepción,Residencial,2016-07-24
CL-00723,Carol Cynthia Vargas Navarrete,Lisandro Oyarzún 9378,Concepción,Residencial,2017-01-02
CL-00724,Rodrigo Ojeda Zambrano,Álvaro Casanova 1591,Chiguayante,Residencial,2015-06-29
CL-00725,Dina Karen Rivera Mellado,Los Aromos 990,Hualpén,Residencial,2019-07-10
CL-00726,Ángela Anahí Morales Hernández,Blanca Díaz 8920 Piso 9,Chiguayante,Residencial,2024-10-31
CL-00727,Manuel Flores Riquelme,Roxana Marín 799 Of. 848,Concepción,Residencial,2014-08-19
CL-00728,Daniela Marianela Jorquera Jiménez,Calle Rodrigo Molina 4 Dpto. 159,Chiguayante,Residencial,2012-05-10
CL-00729,Carlos Alan González Muñoz,Valeria Paz 3231 Dpto. 742,Concepción,Residencial,2016-09-15
CL-00730,Norma María Velásquez Rojas,Maritza Olea 861 Piso 30,Concepción,Residencial,2019-10-24
CL-00731,Gerson Julio Poblete González,Calle Las Mandarinas 6935,Concepción,Residencial,2020-05-04
CL-00732,Juana Pérez Peña,Luis Brito 14,Chiguayante,Residencial,2021-10-06
CL-00733,Camila Avendaño,Salvador Allende Gossens 7 Piso 0,Hualpén,Comercial,2017-08-06
CL-00734,Catherine Torres Villalobos,Fresia Navarrete 7418 Of. 765,Talcahuano,Residencial,2016-05-29
CL-00735,Miguel Aguilera Farías,Calle Lautaro 6238,Talcahuano,Residencial,2020-10-29
CL-00736,Luis Víctor Espinosa Yáñez,Calle Portales 523 Of. 140,San Pedro de la Paz,Residencial,2017-03-01
CL-00737,Juan Oscar Cabrera Muñoz,Calle Miriam Moreno 161 Dpto. 68,Talcahuano,Comercial,2016-08-28
CL-00738,Rosa Nicole López Cerda,Av. Isidora Badilla 20,Chiguayante,Residencial,2022-06-08
CL-00739,Aurora Calderón,Juan Calderón 1915 Piso 6,Talcahuano,Residencial,2015-09-08
CL-00740,María Susana Araya Rubio,Pabla Cuevas 405,Talcahuano,Residencial,2013-07-30
CL-00741,Macarena Monserrat Vallejos Astudillo,Calle Los Tilos 794 Dpto. 707,Talcahuano,Residencial,2025-05-28
CL-00742,Mario Francisco Espinosa Fernández,Claudia González 87,Concepción,Residencial,2017-10-24
CL-00743,Catalina Emma Arenas Acuña,Camino Las Rosas 51 Dpto. 268,Chiguayante,Residencial,2021-09-05
CL-00744,Lucas Alonso Cortés Riquelme,Calle María López 35,Talcahuano,Industrial,2017-12-01
CL-00745,Cristian Candia Romero,Los Copihues 278,Concepción,Residencial,2016-12-29
CL-00746,Esteban Marcos Zúñiga Barra,Calle Los Copihues 21 Of. 720,San Pedro de la Paz,Residencial,2013-05-28
CL-00747,Olga Valentina Tapia Jara,Mac Iver 6789,Talcahuano,Residencial,2020-09-07
CL-00748,Leticia Correa Ibarra,Calle Manuel Montt 58 Piso 4,Talcahuano,Residencial,2017-03-18
CL-00749,Carlos Castillo Ortiz,Verónica Morales 280,San Pedro de la Paz,Residencial,2011-11-26
CL-00750,Leonardo Neira Martínez,Calle Los Laureles 7341 Piso 8,Hualpén,Residencial,2016-11-24
CL-00751,María Daniela Belmar Alarcón,Las Mandarinas 38,Concepción,Residencial,2011-08-26
CL-00752,Juan José Molina Solar,Calle Colo Colo 99,San Pedro de la Paz,Comercial,2011-11-09
CL-00753,Josefina Marisol Barros Cancino,Avenida Eusebio Lillo 8857,Hualpén,Residencial,2012-02-21
